HGNC ID	Approved symbol	Alias symbol	Previous symbol
HGNC:2253	CORO1B	coronin-2	
HGNC:2254	CORO1C	coronin-3	
HGNC:2254	CORO1C	HCRNN4	
HGNC:2255	CORO2A	IR10	
HGNC:2255	CORO2A	WDR2	
HGNC:2256	CORO2B	ClipinC	
HGNC:2256	CORO2B	KIAA0925	
HGNC:21356	CORO6	FLJ14871	
HGNC:26161	CORO7	FLJ22021	
HGNC:44424	CORO7-PAM16		
HGNC:2257	CORT	MGC32686	
HGNC:18304	COTL1	CLP	
HGNC:2086	COTL1P1		CLPSMCR
HGNC:24322	COTL1P2		CLPSMCR
HGNC:2265	COX4I1	COX4-1	COX4
HGNC:2266	COX4I1P1		COX4P1
HGNC:2266	COX4I1P1		COX4L1
HGNC:38036	COX4I1P2		
HGNC:16232	COX4I2	COXIV-2	COX4L2
HGNC:16232	COX4I2	COX4B	COX4L2
HGNC:16232	COX4I2	dJ857M17.2	COX4L2
HGNC:16232	COX4I2	COX4-2	COX4L2
HGNC:2267	COX5A		
HGNC:2268	COX5AP1		
HGNC:20005	COX5AP2		
HGNC:2269	COX5B		
HGNC:2270	COX5BP1		COX5BL1
HGNC:2271	COX5BP2		COX5BL2
HGNC:2272	COX5BP3		COX5BL3
HGNC:2273	COX5BP4		COX5BL4
HGNC:2274	COX5BP5		COX5BL5
HGNC:2275	COX5BP6		COX5BL6
HGNC:2276	COX5BP7		COX5BL7
HGNC:39083	COX5BP8		
HGNC:2277	COX6A1		COX6A
HGNC:2278	COX6A1P1		COX6A1P
HGNC:35239	COX6A1P2		
HGNC:37633	COX6A1P3		
HGNC:2279	COX6A2		
HGNC:2280	COX6B1	COXG	COX6B
HGNC:2281	COX6B1P1		COX6BP1
HGNC:2282	COX6B1P2		COX6BP2
HGNC:2283	COX6B1P3		COX6BP3
HGNC:2284	COX6B1P4		COX6BP4
HGNC:37675	COX6B1P5		
HGNC:37676	COX6B1P6		
HGNC:37677	COX6B1P7		
HGNC:24380	COX6B2	COXVIB2	
HGNC:24380	COX6B2	FLJ32865	
HGNC:24380	COX6B2	CT59	
HGNC:2285	COX6C		
HGNC:2286	COX6CP1		
HGNC:16600	COX6CP2	dJ894K16.1	
HGNC:31721	COX6CP3		
HGNC:32374	COX6CP4		
HGNC:42791	COX6CP5		
HGNC:47037	COX6CP6		
HGNC:49359	COX6CP7		
HGNC:49360	COX6CP8		
HGNC:49361	COX6CP9		
HGNC:49362	COX6CP10		
HGNC:49363	COX6CP11		
HGNC:49364	COX6CP12		
HGNC:49365	COX6CP13		
HGNC:49366	COX6CP14		
HGNC:49368	COX6CP15		
HGNC:49367	COX6CP16		
HGNC:49369	COX6CP17		
HGNC:49370	COX6CP18		
HGNC:2287	COX7A1	COX7AH	COX7A
HGNC:2288	COX7A2	COXVIIa-L	
HGNC:2288	COX7A2	COX7AL	
HGNC:2289	COX7A2L	EB1	
HGNC:2289	COX7A2L	COX7RP	
HGNC:2289	COX7A2L	COX7AR	
HGNC:2289	COX7A2L	SIG81	
HGNC:20006	COX7A2P1		COX7A3P
HGNC:20006	COX7A2P1		COX7AP1
HGNC:2290	COX7A2P2	COX7AL2	COX7A3
HGNC:2290	COX7A2P2	COX7AL2	COX7AP2
HGNC:2291	COX7B		
HGNC:24381	COX7B2		
HGNC:16529	COX7BP1	bK714B7.1	
HGNC:16601	COX7BP2	dJ901O8.2	
HGNC:2292	COX7C		
HGNC:2293	COX7CP1		
HGNC:2294	COX8A	COX8-2	COX8
HGNC:2294	COX8A	COX8L	COX8
HGNC:2294	COX8A	VIII-L	COX8
HGNC:2294	COX8A	COX	COX8
HGNC:2294	COX8A	VIII	COX8
HGNC:31395	COX8BP	COX8-1	COX8B
HGNC:31395	COX8BP	COX8H	COX8B
HGNC:24382	COX8C	COX8-3	
HGNC:2260	COX10		
HGNC:38873	COX10-AS1		COX10AS
HGNC:38873	COX10-AS1		COX10-AS
HGNC:2261	COX11	COX11P	
HGNC:2262	COX11P1		COX11P
HGNC:28216	COX14	MGC14288	C12orf62
HGNC:2263	COX15	CEMCOX2	
HGNC:20213	COX16	HSPC203	C14orf112
HGNC:2264	COX17		
HGNC:24341	COX17P1		COX17P
HGNC:26801	COX18	FLJ38991	
HGNC:28074	COX19	MGC104475	
HGNC:26970	COX20	FLJ43269	FAM36A
HGNC:31435	COX20P1	bA119F7.2	FAM36B
HGNC:43772	COX20P2		
HGNC:2295	CP		
HGNC:2296	CPA1		CPA
HGNC:2297	CPA2		
HGNC:2298	CPA3		
HGNC:15740	CPA4	CPA3	
HGNC:15722	CPA5		
HGNC:17245	CPA6	CPAH	
HGNC:23228	CPAMD8	KIAA1283	
HGNC:23228	CPAMD8	VIP	
HGNC:23228	CPAMD8	K-CAP	
HGNC:30998	CPAT1		
HGNC:2299	CPB1		
HGNC:2300	CPB2	CPU	
HGNC:2300	CPB2	PCPB	
HGNC:2300	CPB2	TAFI	
HGNC:39898	CPB2-AS1		
HGNC:2301	CPD	GP180	
HGNC:53102	CPDP1		
HGNC:2303	CPE		
HGNC:21744	CPEB1	FLJ13203	
HGNC:21744	CPEB1	CPEB	
HGNC:27523	CPEB1-AS1		
HGNC:21745	CPEB2		
HGNC:49082	CPEB2-DT		CPEB2-AS1
HGNC:21746	CPEB3	KIAA0940	
HGNC:21747	CPEB4	KIAA1673	
HGNC:26159	CPED1	FLJ21986	C7orf58
HGNC:31714	CPHL1P		CPHL1
HGNC:51815	CPHXL		
HGNC:2308	CPL1		
HGNC:25801	CPLANE1	FLJ13231	C5orf42
HGNC:25801	CPLANE1	JBTS17	C5orf42
HGNC:25801	CPLANE1	Hug	C5orf42
HGNC:28127	CPLANE2	MGC10731	C1orf89
HGNC:28127	CPLANE2	MGC10731	RSG1
HGNC:2309	CPLX1	CPX-I	
HGNC:2310	CPLX2	CPX-2	
HGNC:2310	CPLX2	DKFZp547D155	
HGNC:27652	CPLX3	CPX-III	
HGNC:24330	CPLX4	CPX-IV	
HGNC:2311	CPM		
HGNC:2312	CPN1		
HGNC:2313	CPN2		ACBP
HGNC:2314	CPNE1	CPN1	
HGNC:2315	CPNE2	CPN2	
HGNC:2316	CPNE3		
HGNC:2317	CPNE4	COPN4	
HGNC:2317	CPNE4	CPN4	
HGNC:2318	CPNE5	CPN5	
HGNC:2318	CPNE5	COPN5	
HGNC:2318	CPNE5	KIAA1599	
HGNC:2319	CPNE6		
HGNC:2320	CPNE7		
HGNC:23498	CPNE8		
HGNC:53937	CPNE8-AS1	RP11-396F22.1	
HGNC:24336	CPNE9	KIAA4217	
HGNC:21011	CPO		
HGNC:2321	CPOX	CPX	CPO
HGNC:2321	CPOX	HCP	CPO
HGNC:2322	CPP		
HGNC:25632	CPPED1	CSTP1	
HGNC:25632	CPPED1	FLJ11151	
HGNC:16910	CPQ	LDP	
HGNC:16910	CPQ	PGCP	
HGNC:2323	CPS1		
HGNC:30102	CPS1-IT1	PRO0132	CPS1IT
HGNC:30102	CPS1-IT1	CPS1-IT	CPS1IT
HGNC:2324	CPSF1	CPSF160	
HGNC:19251	CPSF1P1	dJ90G24.5	
HGNC:2325	CPSF2	KIAA1367	
HGNC:2325	CPSF2	CPSF100	
HGNC:2326	CPSF3	CPSF-73	
HGNC:2326	CPSF3	CPSF73	
HGNC:2326	CPSF3	YSH1	
HGNC:2327	CPSF4	NAR	
HGNC:2327	CPSF4	CPSF30	
HGNC:33632	CPSF4L		
HGNC:13871	CPSF6	CFIM	
HGNC:13871	CPSF6	HPBRII-4	
HGNC:13871	CPSF6	HPBRII-7	
HGNC:13871	CPSF6	CFIM68	
HGNC:13871	CPSF6	CFIM72	
HGNC:30098	CPSF7	FLJ12529	
HGNC:30098	CPSF7	CFIM59	
HGNC:2328	CPT1A	CPT1-L	CPT1
HGNC:2328	CPT1A	L-CPT1	CPT1
HGNC:2329	CPT1B	M-CPT1	
HGNC:2329	CPT1B	CPT1-M	
HGNC:18540	CPT1C	FLJ23809	
HGNC:18540	CPT1C	CPTIC	
HGNC:18540	CPT1C	CPT1P	
HGNC:2330	CPT2	CPTASE	CPT1
HGNC:49538	CPT2P1		
HGNC:28116	CPTP	MGC10334	GLTPD1
HGNC:14399	CPVL		
HGNC:2332	CPXCR1	CT77	
HGNC:15771	CPXM1	CPX-1	CPXM
HGNC:15771	CPXM1	CPX1	CPXM
HGNC:26977	CPXM2	UNQ676	
HGNC:26977	CPXM2	CPX2	
HGNC:2333	CPZ		
HGNC:2334	CR1	CD35	
HGNC:2334	CR1	KN	
HGNC:2335	CR1L		
HGNC:2336	CR2	CD21	
HGNC:2336	CR2	C3DR	
HGNC:2338	CRABP1	CRABP	RBP5
HGNC:2338	CRABP1	CRABP-I	RBP5
HGNC:2338	CRABP1	CRABPI	RBP5
HGNC:2339	CRABP2	CRABP-II	
HGNC:28657	CRACR2A	MGC4266	EFCAB4B
HGNC:28703	CRACR2B	MGC45840	EFCAB4A
HGNC:2340	CRADD	RAIDD	
HGNC:14122	CRAMP1	KIAA1426	CRAMP1L
HGNC:2342	CRAT	CAT1	
HGNC:2343	CRB1	LCA8	RP12
HGNC:18688	CRB2	FLJ38464	
HGNC:18688	CRB2	FLJ16786	
HGNC:20237	CRB3	MGC17303	
HGNC:49684	CRB3P1		
HGNC:30185	CRBN	MRT2	MRT2A
HGNC:17888	CRCP	CGRP-RCP	
HGNC:17888	CRCP	RCP	
HGNC:17888	CRCP	RCP9	
HGNC:29875	CRCT1	NICE-1	C1orf42
HGNC:2345	CREB1		
HGNC:2347	CREB3	LZIP	
HGNC:2347	CREB3	Luman	
HGNC:2347	CREB3	sLZIP	
HGNC:18856	CREB3L1	OASIS	
HGNC:23720	CREB3L2	BBF2H7	
HGNC:23720	CREB3L2	TCAG_1951439	
HGNC:18855	CREB3L3	CREB-H	
HGNC:18854	CREB3L4	AIbZIP	
HGNC:18854	CREB3L4	CREB4	
HGNC:18854	CREB3L4	CREB3	
HGNC:18854	CREB3L4	hJAL	
HGNC:18854	CREB3L4	ATCE1	
HGNC:16844	CREB5	H_GS165L15.1	
HGNC:16844	CREB5	CRE-BPA	
HGNC:2348	CREBBP	RTS	RSTS
HGNC:2348	CREBBP	CBP	RSTS
HGNC:2348	CREBBP	KAT3A	RSTS
HGNC:2350	CREBL2		
HGNC:24050	CREBRF	LRF	C5orf41
HGNC:24905	CREBZF	ZF	
HGNC:2351	CREG1		CREG
HGNC:14272	CREG2		
HGNC:14630	CRELD1		AVSD2
HGNC:28150	CRELD2	MGC11256	
HGNC:2352	CREM	hCREM-2	
HGNC:2355	CRH	CRF	
HGNC:2355	CRH	CRH1	
HGNC:2356	CRHBP	CRF-BP	
HGNC:2356	CRHBP	CRFBP	
HGNC:2357	CRHR1	CRF-R	CRHR
HGNC:2357	CRHR1	CRF1	CRHR
HGNC:2358	CRHR2	CRF2	
HGNC:2358	CRHR2	CRF-RB	
HGNC:2358	CRHR2	HM-CRF	
HGNC:2359	CRIM1		S52
HGNC:54057	CRIM1-DT		
HGNC:2360	CRIP1	CRIP	
HGNC:44516	CRIP1P1		
HGNC:44517	CRIP1P2		
HGNC:44518	CRIP1P3		
HGNC:44519	CRIP1P4		
HGNC:2361	CRIP2	CRP2	
HGNC:2361	CRIP2	ESP1	
HGNC:17751	CRIP3	TLP-A	
HGNC:17751	CRIP3	bA480N24.2	
HGNC:17751	CRIP3	TLP	
HGNC:26619	CRIPAK	FLJ34443	
HGNC:14312	CRIPT	HSPC139	
HGNC:304	CRISP1	CRISP-1	AEGL1
HGNC:304	CRISP1	ARP	AEGL1
HGNC:304	CRISP1	HUMARP	AEGL1
HGNC:304	CRISP1	HSCRISP1D	AEGL1
HGNC:304	CRISP1	HSCRISP1G	AEGL1
HGNC:12024	CRISP2	CRISP-2	GAPDL5
HGNC:12024	CRISP2	CRISP-2	TPX1
HGNC:12024	CRISP2	CT36	GAPDL5
HGNC:12024	CRISP2	CT36	TPX1
HGNC:16904	CRISP3	SGP28	
HGNC:16904	CRISP3	CRISP-3	
HGNC:16904	CRISP3	CRS3	
HGNC:16904	CRISP3	dJ442L6.3	
HGNC:16904	CRISP3	Aeg2	
HGNC:18206	CRISPLD1	Cocoacrisp	LCRISP1
HGNC:18206	CRISPLD1	DKFZp762F133	LCRISP1
HGNC:25248	CRISPLD2	DKFZP434B044	LCRISP2
HGNC:25248	CRISPLD2	LGL1	LCRISP2
HGNC:2362	CRK		
HGNC:2363	CRKL		
HGNC:2364	CRLF1	CLF-1	
HGNC:2364	CRLF1	CLF	
HGNC:2364	CRLF1	CISS	
HGNC:2364	CRLF1	CISS1	
HGNC:14281	CRLF2	CRL2	
HGNC:14281	CRLF2	TSLPR	
HGNC:17177	CRLF3	CREME9	
HGNC:17177	CRLF3	CYTOR4	
HGNC:16148	CRLS1	dJ967N21.6	C20orf155
HGNC:16148	CRLS1	CLS1	C20orf155
HGNC:16148	CRLS1	GCD10	C20orf155
HGNC:2365	CRMP1	DRP-1	
HGNC:2365	CRMP1	DPYSL1	
HGNC:37078	CRNDE	LOC643911	
HGNC:37078	CRNDE	LINC00180	
HGNC:37078	CRNDE	CRNDEP	
HGNC:15762	CRNKL1	CRN	
HGNC:15762	CRNKL1	CLF	
HGNC:15762	CRNKL1	SYF3	
HGNC:15762	CRNKL1	Clf1	
HGNC:1230	CRNN	SEP53	C1orf10
HGNC:21299	CROCC	rootletin	
HGNC:21299	CROCC	ROLT	
HGNC:51677	CROCC2		
HGNC:33602	CROCCP1		CROCCP
HGNC:28170	CROCCP2	MGC12760	CROCCL1
HGNC:29405	CROCCP3	KIAA1922	CROCCL2
HGNC:43864	CROCCP4		
HGNC:43865	CROCCP5		
HGNC:2366	CROT	COT	
HGNC:2367	CRP	PTX1	
HGNC:2368	CRPP1		
HGNC:37276	CRPPA	hCG_1745121	ISPD
HGNC:37276	CRPPA	IspD	ISPD
HGNC:37276	CRPPA	Nip	ISPD
HGNC:48962	CRPPA-AS1		ISPD-AS1
HGNC:2374	CRSP5	CRSP85	
HGNC:14882	CRTAC1	FLJ10320	
HGNC:14882	CRTAC1	CEP-68	
HGNC:14882	CRTAC1	ASPIC1	
HGNC:24313	CRTAM	CD355	
HGNC:2379	CRTAP	CASP	
HGNC:2379	CRTAP	LEPREL3	
HGNC:2379	CRTAP	P3H5	
HGNC:16062	CRTC1	KIAA0616	MECT1
HGNC:16062	CRTC1	FLJ14027	MECT1
HGNC:16062	CRTC1	TORC1	MECT1
HGNC:27301	CRTC2	TORC2	
HGNC:26148	CRTC3	FLJ21868	
HGNC:51433	CRTC3-AS1		
HGNC:2381	CRTL2		
HGNC:2383	CRX	CRD	CORD2
HGNC:2383	CRX	LCA7	CORD2
HGNC:2383	CRX	OTX3	CORD2
HGNC:2384	CRY1		PHLL1
HGNC:2385	CRY2		
HGNC:2388	CRYAA	HSPB4	CRYA1
HGNC:51901	CRYAA2		
HGNC:2389	CRYAB	HSPB5	CRYA2
HGNC:2394	CRYBA1		CRYB1
HGNC:2395	CRYBA2		
HGNC:2396	CRYBA4		
HGNC:2397	CRYBB1		
HGNC:2398	CRYBB2		CCA2
HGNC:2398	CRYBB2		CRYB2A
HGNC:2398	CRYBB2		CRYB2
HGNC:2399	CRYBB2P1		CRYB2B
HGNC:2400	CRYBB3		CRYB3
HGNC:356	CRYBG1		ST4
HGNC:356	CRYBG1		AIM1
HGNC:17295	CRYBG2	FLJ38020	AIM1L
HGNC:34427	CRYBG3	DKFZp667G2110	
HGNC:2408	CRYGA	CRYG5	CRYG1
HGNC:2408	CRYGA	CRY-g-A	CRYG1
HGNC:2409	CRYGB		CRYG2
HGNC:2410	CRYGC		CRYG3
HGNC:2411	CRYGD		CRYG4
HGNC:2412	CRYGEP	G2	CRYG5
HGNC:2412	CRYGEP	G2	CCL
HGNC:2412	CRYGEP	G2	CRYGEP1
HGNC:2413	CRYGFP	p1	CRYG6
HGNC:2413	CRYGFP	p1	CRYGFP1
HGNC:2414	CRYGGP		CRYGGP1
HGNC:20458	CRYGN		
HGNC:2415	CRYGP1		
HGNC:2416	CRYGP2		
HGNC:2417	CRYGS		CRYG8
HGNC:18246	CRYL1	GDH	
HGNC:18246	CRYL1	lambda-CRY	
HGNC:18246	CRYL1	MGC149525	
HGNC:18246	CRYL1	MGC149526	
HGNC:2418	CRYM	DFNA40	
HGNC:34405	CRYM-AS1	FLJ41766	NCRNA00169
HGNC:2419	CRYZ		
HGNC:2420	CRYZL1	QOH-1	
HGNC:2420	CRYZL1	4P11	
HGNC:52164	CRYZL2P		
HGNC:53757	CRYZL2P-SEC16B		
HGNC:2421	CRYZP1		
HGNC:49203	CRYZP2		
HGNC:2422	CS		
HGNC:18966	CSAD	PCAP	
HGNC:18966	CSAD	CSD	
HGNC:24294	CSAG1	CSAGE	
HGNC:24294	CSAG1	CT24.1	
HGNC:16847	CSAG2	TRAG3	CSAG3B
HGNC:16847	CSAG2	CT24.2	CSAG3B
HGNC:26237	CSAG3		CSAG3A
HGNC:20923	CSAG4		
HGNC:30359	CSDC2	PIPPin	
HGNC:29905	CSDE1	D1S155E	
HGNC:29905	CSDE1	UNR	
HGNC:2431	CSE1L	CAS	
HGNC:2431	CSE1L	XPO2	
HGNC:2431	CSE1L	CSE1	
HGNC:51232	CSE1L-AS1		
HGNC:2432	CSF1	M-CSF	
HGNC:2432	CSF1	MCSF	
HGNC:2432	CSF1	MGC31930	
HGNC:2433	CSF1R	C-FMS	FMS
HGNC:2433	CSF1R	CSFR	FMS
HGNC:2433	CSF1R	CD115	FMS
HGNC:2434	CSF2	GM-CSF	
HGNC:2434	CSF2	GMCSF	
HGNC:2435	CSF2RA	CD116	CSF2R
HGNC:2435	CSF2RA	alphaGMR	CSF2R
HGNC:2436	CSF2RB	IL5RB	IL3RB
HGNC:2436	CSF2RB	CD131	IL3RB
HGNC:2436	CSF2RB	betaGMR	IL3RB
HGNC:2437	CSF2RBP1		CSF2RB2
HGNC:2438	CSF3	MGC45931	GCSF
HGNC:2438	CSF3	MGC45931	G-CSF
HGNC:2438	CSF3	MGC45931	C17orf33
HGNC:2439	CSF3R	GCSFR	CD114
HGNC:24290	CSGALNACT1	CSGalNAcT-1	
HGNC:24290	CSGALNACT1	FLJ11264	
HGNC:24290	CSGALNACT1	ChGn	
HGNC:24292	CSGALNACT2	GALNACT2	
HGNC:24292	CSGALNACT2	MGC40204	
HGNC:24292	CSGALNACT2	PRO0082	
HGNC:24292	CSGALNACT2	GALNACT-2	
HGNC:2440	CSH1	hCS-A	
HGNC:2440	CSH1	CSA	
HGNC:2440	CSH1	PL	
HGNC:2440	CSH1	CSMT	
HGNC:2440	CSH1	FLJ75407	
HGNC:2441	CSH2	hCS-B	
HGNC:2441	CSH2	CSB	
HGNC:2441	CSH2	CS-2	
HGNC:2442	CSHL1	hCS-L	CSHP1
HGNC:2442	CSHL1	CSL	CSHP1
HGNC:2442	CSHL1	CS-5	CSHP1
HGNC:2442	CSHL1	MGC149868	CSHP1
HGNC:2444	CSK		
HGNC:33113	CSKMT	U99HG	METTL12
HGNC:33113	CSKMT	CS-KMT	METTL12
HGNC:14026	CSMD1	KIAA1890	
HGNC:14026	CSMD1	PPP1R24	
HGNC:19290	CSMD2	KIAA1884	
HGNC:40882	CSMD2-AS1	ENST00000434181	
HGNC:19291	CSMD3		
HGNC:2445	CSN1S1		CASA
HGNC:2445	CSN1S1		CSN1
HGNC:20230	CSN1S2AP		CSN1S2A
HGNC:20227	CSN1S2BP		CSN1S2B
HGNC:2447	CSN2		CASB
HGNC:2446	CSN3		CSN10
HGNC:2451	CSNK1A1	CK1	
HGNC:2451	CSNK1A1	CK1a	
HGNC:2451	CSNK1A1	CK1alpha	
HGNC:2451	CSNK1A1	CKIa	
HGNC:2451	CSNK1A1	CKIalpha	
HGNC:20289	CSNK1A1L	MGC33182	
HGNC:30446	CSNK1A1P1		CSNK1A1P
HGNC:30445	CSNK1A1P2		
HGNC:38669	CSNK1A1P3		
HGNC:2452	CSNK1D	HCKID	
HGNC:2452	CSNK1D	CKID	
HGNC:2452	CSNK1D	CKIdelta	
HGNC:2453	CSNK1E	HCKIE	
HGNC:2453	CSNK1E	CKIE	
HGNC:2453	CSNK1E	CKIepsilon	
HGNC:2454	CSNK1G1	CK1gamma1	
HGNC:2455	CSNK1G2	CK1g2	
HGNC:28604	CSNK1G2-AS1	MGC39696	C19orf34
HGNC:49739	CSNK1G2P1		
HGNC:2456	CSNK1G3		
HGNC:2457	CSNK2A1	Cka1	
HGNC:2457	CSNK2A1	Cka2	
HGNC:2459	CSNK2A2	CSNK2A1	
HGNC:2459	CSNK2A2	CK2alpha'	
HGNC:2458	CSNK2A3		CSNK2A1P
HGNC:2460	CSNK2B	Ckb1	
HGNC:2460	CSNK2B	Ckb2	
HGNC:53637	CSNKA2IP		
HGNC:2466	CSPG4	MCSPG	
HGNC:2466	CSPG4	MEL-CSPG	
HGNC:2466	CSPG4	MSK16	
HGNC:2466	CSPG4	NG2	
HGNC:2466	CSPG4	MCSP	
HGNC:2466	CSPG4	HMW-MAA	
HGNC:16478	CSPG4P1Y		CSPG4LYP1
HGNC:16478	CSPG4P1Y		CSPG4P1
HGNC:32424	CSPG4P2Y		CSPG4LYP2
HGNC:32424	CSPG4P2Y		CSPG4P2
HGNC:38111	CSPG4P3Y		CSPG4P3
HGNC:38111	CSPG4P3Y		CSPG4P6Y
HGNC:38535	CSPG4P4Y		CSPG4P4
HGNC:38535	CSPG4P4Y		CSPG4P7Y
HGNC:29403	CSPG4P5		
HGNC:48359	CSPG4P8		
HGNC:48360	CSPG4P9		
HGNC:48361	CSPG4P10		
HGNC:48363	CSPG4P11		
HGNC:48362	CSPG4P12		
HGNC:49195	CSPG4P13		
HGNC:2467	CSPG5	NGC	
HGNC:26193	CSPP1	FLJ22490	
HGNC:26193	CSPP1	CSPP	
HGNC:26193	CSPP1	JBTS21	
HGNC:14300	CSRNP1	URAX1	AXUD1
HGNC:14300	CSRNP1	DKFZp566F164	AXUD1
HGNC:14300	CSRNP1	FAM130B	AXUD1
HGNC:14300	CSRNP1	TAIP-3	AXUD1
HGNC:16006	CSRNP2	C12ORF2	C12orf22
HGNC:16006	CSRNP2	C12ORF2	FAM130A1
HGNC:16006	CSRNP2	TAIP-12	C12orf22
HGNC:16006	CSRNP2	TAIP-12	FAM130A1
HGNC:16006	CSRNP2	PPP1R72	C12orf22
HGNC:16006	CSRNP2	PPP1R72	FAM130A1
HGNC:30729	CSRNP3	FLJ32093	FAM130A2
HGNC:30729	CSRNP3	TAIP-2	FAM130A2
HGNC:30729	CSRNP3	PPP1R73	FAM130A2
HGNC:2469	CSRP1	CSRP	CYRP
HGNC:2469	CSRP1	D1S181E	CYRP
HGNC:2470	CSRP2	SmLIM	
HGNC:2470	CSRP2	CRP2	
HGNC:2470	CSRP2	LMO5	
HGNC:2471	CSRP2P1		CSRP2P
HGNC:2472	CSRP3	CLP	
HGNC:2472	CSRP3	MLP	
HGNC:2472	CSRP3	CMD1M	
HGNC:2473	CST1		
HGNC:2474	CST2		
HGNC:45042	CST2P1		
HGNC:2475	CST3		
HGNC:2476	CST4		
HGNC:2477	CST5		
HGNC:2478	CST6		
HGNC:2479	CST7		
HGNC:2480	CST8	CRES	
HGNC:2480	CST8	CTES5	
HGNC:13261	CST9	CLM	
HGNC:13261	CST9	CTES7A	
HGNC:16233	CST9L	bA218C14.1	
HGNC:16233	CST9L	CTES7B	
HGNC:39552	CST9LP1	CTES7C	
HGNC:44337	CST9LP2	CTES7D	
HGNC:15959	CST11	dJ322G13.6	CST8L
HGNC:15959	CST11	CTES2	CST8L
HGNC:31920	CST12P	Cst	
HGNC:31920	CST12P	E2	
HGNC:31920	CST12P	Ctes4	
HGNC:44335	CST13P	CTES6	
HGNC:44335	CST13P	CSTT	
HGNC:2481	CSTA		STF1
HGNC:2481	CSTA		STFA
HGNC:2482	CSTB	CST6	EPM1
HGNC:2482	CSTB	CST6	STFB
HGNC:2482	CSTB	PME	EPM1
HGNC:2482	CSTB	PME	STFB
HGNC:2483	CSTF1		
HGNC:2484	CSTF2	CstF-64	
HGNC:17086	CSTF2T	DKFZp434C1013	
HGNC:17086	CSTF2T	KIAA0689	
HGNC:17086	CSTF2T	CstF-64T	
HGNC:17086	CSTF2T	tauCstF-64	
HGNC:2485	CSTF3	CstF-77	
HGNC:27882	CSTF3-DT		CSTF3-AS1
HGNC:15958	CSTL1	dJ322G13.4	
HGNC:15958	CSTL1	CTES1	
HGNC:2486	CSTP1	dJ850N15.1	
HGNC:2487	CSTP2		
HGNC:33267	CT45A1	CT45-1	
HGNC:33267	CT45A1	CT45.1	
HGNC:28400	CT45A2	CT45-2	
HGNC:28400	CT45A2	CT45.2	
HGNC:33268	CT45A3	CT45-3	CT45A4
HGNC:33268	CT45A3	CT45.3	CT45A4
HGNC:33268	CT45A3	CT45-4	CT45A4
HGNC:33268	CT45A3	CT45.4	CT45A4
HGNC:33270	CT45A5	CT45-5	
HGNC:33270	CT45A5	CT45.5	
HGNC:33271	CT45A6	CT45-6	
HGNC:33271	CT45A6	CT45.6	
HGNC:51260	CT45A7		
HGNC:51261	CT45A8		
HGNC:51262	CT45A9		
HGNC:51263	CT45A10		
HGNC:51336	CT45A11P		
HGNC:33580	CT45B1P		
HGNC:33282	CT47A1	CT47.1	
HGNC:33283	CT47A2	CT47.2	
HGNC:33284	CT47A3	CT47.3	
HGNC:33285	CT47A4	CT47.4	
HGNC:33286	CT47A5	CT47.5	
HGNC:33287	CT47A6	CT47.6	
HGNC:33288	CT47A7	CT47.7	
HGNC:33289	CT47A8	CT47.8	
HGNC:33290	CT47A9	CT47.9	
HGNC:33291	CT47A10	CT47.10	
HGNC:27397	CT47A11	CT47.11	
HGNC:33292	CT47A12	CT47.12	
HGNC:33293	CT47B1	CT47.13	
HGNC:26047	CT55	FLJ20527	CXorf48
HGNC:27286	CT62		
HGNC:33494	CT83	KK-LC-1	CXorf61
HGNC:33494	CT83	FLJ20611	CXorf61
HGNC:33494	CT83	FLJ22913	CXorf61
HGNC:2489	CTAA1		
HGNC:2490	CTAA2		
HGNC:24198	CTAG1A	LAGE2A	
HGNC:24198	CTAG1A	ESO1	
HGNC:2491	CTAG1B	NY-ESO-1	CTAG
HGNC:2491	CTAG1B	NY-ESO-1	CTAG1
HGNC:2491	CTAG1B	LAGE2B	CTAG
HGNC:2491	CTAG1B	LAGE2B	CTAG1
HGNC:2491	CTAG1B	LAGE2A	CTAG
HGNC:2491	CTAG1B	LAGE2A	CTAG1
HGNC:2491	CTAG1B	ESO1	CTAG
HGNC:2491	CTAG1B	ESO1	CTAG1
HGNC:2491	CTAG1B	CT6.1	CTAG
HGNC:2491	CTAG1B	CT6.1	CTAG1
HGNC:2492	CTAG2	LAGE-1	
HGNC:2492	CTAG2	CAMEL	
HGNC:2492	CTAG2	LAGE1	
HGNC:2492	CTAG2	ESO2	
HGNC:2492	CTAG2	MGC3803	
HGNC:2492	CTAG2	MGC138724	
HGNC:2492	CTAG2	CT6.2a	
HGNC:2492	CTAG2	CT6.2b	
HGNC:2492	CTAG2	LAGE-1a	
HGNC:2492	CTAG2	LAGE-1b	
HGNC:24346	CTAGE1	cTAGE-1	
HGNC:24346	CTAGE1	cTAGE-2	
HGNC:24346	CTAGE1	CTAGE	
HGNC:24346	CTAGE1	CT21.1	
HGNC:24346	CTAGE1	CT21.2	
HGNC:24348	CTAGE3P	cTAGE-3	CTAGE3
HGNC:24772	CTAGE4	FLJ43692	
HGNC:24772	CTAGE4	cTAGE-4	
HGNC:28644	CTAGE6	MGC41943	CTAGE6P
HGNC:25111	CTAGE7P	bA500G10.2	CTAGEP
HGNC:25111	CTAGE7P	bA500G10.2	CTAGE7
HGNC:25111	CTAGE7P	MGC33437	CTAGEP
